"","entry","module","genes","pathway","module_info","pathway_info"
"79","mmu:394430","mmu_M00014, mmu_M00129","Ugt1a10, A1, A13, Ugt1a13","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"80","mmu:394432","mmu_M00014, mmu_M00129","Ugt1a7c, A10, A10', A13, UGT1A7, Ugt1a10","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"81","mmu:394433","mmu_M00014, mmu_M00129","Ugt1a5","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"82","mmu:72094","mmu_M00014, mmu_M00129","Ugt2a3, 2010321J07Rik","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"83","mmu:552899","mmu_M00014, mmu_M00129","Ugt2a2","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"84","mmu:71773","mmu_M00014, mmu_M00129","Ugt2b1, 1300012D20Rik","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"85","mmu:394435","mmu_M00014, mmu_M00129","Ugt1a6b, A9, A9', Ugt1a9","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"86","mmu:394436","mmu_M00014, mmu_M00129","Ugt1a1, Gnt, Gnt1, UDPGT_1-1, UGT1A0, UGT1A01, Udpgt-, Udpgt-1a, UgtBr, UgtBr1","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"87","mmu:100727","mmu_M00014, mmu_M00129","Ugt2b34, AI788959","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"88","mmu:231396","mmu_M00014, mmu_M00129","Ugt2b36","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"89","mmu:100559","mmu_M00014, mmu_M00129","Ugt2b38, 9430041C03Rik, AA986709","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"90","mmu:112417","mmu_M00014, mmu_M00129","Ugt2b37, 0610033E06Rik","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"91","mmu:243085","mmu_M00014, mmu_M00129","Ugt2b35, C730031G17","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"92","mmu:613123","mmu_M00014, mmu_M00129","Ugt1a8, A11, A116","mmu00040, mmu00053, mmu00140, mmu00830, mmu00860, mmu00980, mmu00982, mmu00983","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Steroid hormone biosynthesis, Retinol metabolism, Porphyrin and chlorophyll metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"93","mmu:110006","mmu_M00014, mmu_M00076, mmu_M00077, mmu_M00078, mmu_M00129","Gusb, AI747421, Gu, Gur, Gus, Gus-, Gus-r, Gus-s, Gus-t, Gus-u, Gut, a, asd, g","mmu00040, mmu00053, mmu00531, mmu00860, mmu00983","Glucuronate pathway (uronate pathway), Dermatan sulfate degradation, Chondroitin sulfate degradation, Heparan sulfate degradation, Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Glycosaminoglycan degradation, Porphyrin and chlorophyll metabolism, Drug metabolism - other enzymes"
"94","mmu:16591","mmu_M00014","Kl, alp, alpha-kl","mmu00040, mmu00053","Glucuronate pathway (uronate pathway)","Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism"
"95","mmu:58810","mmu_M00014, mmu_M00129","Akr1a1, 2610201A18Rik, Akr, Akr1a4","mmu00010, mmu00040, mmu00053, mmu00561","Glucuronate pathway (uronate pathway), Ascorbate biosynthesis, animals, glucose-1P => ascorbate","Glycolysis / Gluconeogenesis, Pentose and glucuronate interconversions, Ascorbate and aldarate metabolism, Glycerolipid metabolism"
"96","mmu:68631","mmu_M00014","Cryl1, 1110025H08Rik, A230106J09Rik, C85932, gul3dh","mmu00040","Glucuronate pathway (uronate pathway)","Pentose and glucuronate interconversions"
"97","mmu:67880","mmu_M00014","Dcxr, 0610038K04Rik, 1810027P18Rik, XR","mmu00040","Glucuronate pathway (uronate pathway)","Pentose and glucuronate interconversions"
"98","mmu:20322","mmu_M00014","Sord, SDH, Sdh-, Sdh-1, Sdh1, Sodh, Sodh-1, XDH","mmu00040, mmu00051","Glucuronate pathway (uronate pathway)","Pentose and glucuronate interconversions, Fructose and mannose metabolism"
"99","mmu:102448","mmu_M00014","Xylb, AI132223, AI327421","mmu00040","Glucuronate pathway (uronate pathway)","Pentose and glucuronate interconversions"
"100","mmu:56454","mmu_M00015","Aldh18a1, 2810433K04Rik, AI429789, Py, Pycs","mmu00330","Proline biosynthesis, glutamate => proline","Arginine and proline metabolism"
"101","mmu:209027","mmu_M00015","Pycr1, P5CR_1, P5CR1","mmu00330","Proline biosynthesis, glutamate => proline","Arginine and proline metabolism"
"102","mmu:69051","mmu_M00015","Pycr2, 1810018M05Rik, P5c, P5cr2","mmu00330","Proline biosynthesis, glutamate => proline","Arginine and proline metabolism"
"103","mmu:66194","mmu_M00015","Pycrl, 1110058B13Rik, 2700073G24Rik, Pycr3","mmu00330","Proline biosynthesis, glutamate => proline","Arginine and proline metabolism"
"104","mmu:236539","mmu_M00020","Phgdh, 3-PGD, 3-PGDH, 3PGD, 3PGDH, 4930479N23, A1, A10, PG, PGAD, PGD, PGDH, S, SERA","mmu00260, mmu00270","Serine biosynthesis, glycerate-3P => serine","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism"
"105","mmu:107272","mmu_M00020","Psat1, D8Ertd814, D8Ertd814e, E, EPIP, PSA, Psat","mmu00260, mmu00270, mmu00750","Serine biosynthesis, glycerate-3P => serine","Glycine, serine and threonine metabolism, Cysteine and methionine metabolism, Vitamin B6 metabolism"
"106","mmu:100678","mmu_M00020","Psph, AI480570, P, PSP, PSPase","mmu00260","Serine biosynthesis, glycerate-3P => serine","Glycine, serine and threonine metabolism"
"107","mmu:14415","mmu_M00027","Gad1, EP1, EP10, GAD2, GAD4, GAD6, Gad-, Gad-1","mmu00250, mmu00410, mmu00430, mmu00650","GABA (gamma-Aminobutyrate) shunt","Alanine, aspartate and glutamate metabolism, beta-Alanine metabolism, Taurine and hypotaurine metabolism, Butanoate metabolism"
"108","mmu:14417","mmu_M00027","Gad2, 6330404F12Rik, GAD(65, GAD(65), GAD6, GAD65, Gad-, Gad-2","mmu00250, mmu00410, mmu00430, mmu00650","GABA (gamma-Aminobutyrate) shunt","Alanine, aspartate and glutamate metabolism, beta-Alanine metabolism, Taurine and hypotaurine metabolism, Butanoate metabolism"
"109","mmu:268860","mmu_M00027","Abat, 9630038C02Rik, AI255750, GABA, Gabaat, Gabat, Gm9851, I54, Laibat, X61497","mmu00250, mmu00280, mmu00410, mmu00640, mmu00650","GABA (gamma-Aminobutyrate) shunt","Alanine, aspartate and glutamate metabolism, Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism"
"110","mmu:214579","mmu_M00027","Aldh5a1, 6330403E24Rik, Ahd-1, Ahd1, D630032B01Rik, SS, SSADH, Ssdh1","mmu00250, mmu00650","GABA (gamma-Aminobutyrate) shunt","Alanine, aspartate and glutamate metabolism, Butanoate metabolism"
"111","mmu:227231","mmu_M00029","Cps1, 4732433M03Rik, C, CPS, D1Ucl, D1Ucla3","mmu00220, mmu00250, mmu00910","Urea cycle","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism, Nitrogen metabolism"
"112","mmu:18416","mmu_M00029, mmu_M00844","Otc, AI265390, Sf, spf","mmu00220","Urea cycle, Arginine biosynthesis, ornithine => arginine","Arginine biosynthesis"
"113","mmu:11898","mmu_M00029, mmu_M00844","Ass1, AA408052, ASS, As, Ass-1, fo, fold","mmu00220, mmu00250","Urea cycle, Arginine biosynthesis, ornithine => arginine","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism"
"114","mmu:109900","mmu_M00029, mmu_M00844","Asl, 2510006M18Rik, ASAL","mmu00220, mmu00250","Urea cycle, Arginine biosynthesis, ornithine => arginine","Arginine biosynthesis, Alanine, aspartate and glutamate metabolism"
"115","mmu:11846","mmu_M00029, mmu_M00134","Arg1, AI, AI256583, Arg, Arg-1, PG, PGIF","mmu00220, mmu00330","Urea cycle, Polyamine biosynthesis, arginine => ornithine => putrescine","Arginine biosynthesis, Arginine and proline metabolism"
"116","mmu:11847","mmu_M00029, mmu_M00134","Arg2, AII, AU022422","mmu00220, mmu00330","Urea cycle, Polyamine biosynthesis, arginine => ornithine => putrescine","Arginine biosynthesis, Arginine and proline metabolism"
"117","mmu:30956","mmu_M00032","Aass, LKR, LKR/SDH, LOR, LOR/SDH, Lo, Lorsdh, SDH","mmu00310","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","Lysine degradation"
"118","mmu:110695","mmu_M00032, mmu_M00135, mmu_M00555","Aldh7a1, Atq, Atq1, D18Wsu181, D18Wsu181e","mmu00010, mmu00053, mmu00071, mmu00260, mmu00280, mmu00310, mmu00330, mmu00340, mmu00380, mmu00410, mmu00561, mmu00620","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA, GABA biosynthesis, eukaryotes, putrescine => GABA, Betaine biosynthesis, choline => betaine","Glycolysis / Gluconeogenesis, Ascorbate and aldarate metabolism, Fatty acid degradation, Glycine, serine and threonine metabolism, Valine, leucine and isoleucine degradation, Lysine degradation, Arginine and proline metabolism, Histidine metabolism, Tryptophan metabolism, beta-Alanine metabolism, Glycerolipid metabolism, Pyruvate metabolism"
"119","mmu:23923","mmu_M00032","Aadat, AI875679, Aadt, KA, KATII, Kat, Kat2, Kyat, Kyat2, mKat-, mKat-2","mmu00310, mmu00380","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","Lysine degradation, Tryptophan metabolism"
"120","mmu:209692","mmu_M00032","Dhtkd1, C330018I04Rik","mmu00310, mmu00380","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","Lysine degradation, Tryptophan metabolism"
"121","mmu:270076","mmu_M00032","Gcdh, 9030411L18, AI266902, D17825, GCD","mmu00071, mmu00310, mmu00380","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA","Fatty acid degradation, Lysine degradation, Tryptophan metabolism"
"122","mmu:74147","mmu_M00032, mmu_M00087","Ehhadh, 1300002P22Rik, HD, L-P, L-PBE, LBFP, LBP, MF, MFE1, MFP, MFP-1, MFP1, PBFE","mmu00071, mmu00280, mmu00310, mmu00380, mmu00410, mmu00640, mmu00650","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA, beta-Oxidation","Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism"
"123","mmu:97212","mmu_M00032, mmu_M00085, mmu_M00087","Hadha, C77020, Mt, Mtpa, TP-alpha","mmu00062, mmu00071, mmu00280, mmu00310, mmu00380, mmu00410, mmu00640, mmu00650","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA, Fatty acid elongation in mitochondria, beta-Oxidation","Fatty acid elongation, Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism"
"124","mmu:93747","mmu_M00032, mmu_M00085, mmu_M00087","Echs1, C80529, SCEH","mmu00062, mmu00071, mmu00280, mmu00310, mmu00380, mmu00410, mmu00640, mmu00650","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA, Fatty acid elongation in mitochondria, beta-Oxidation","Fatty acid elongation, Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism"
"125","mmu:15107","mmu_M00032, mmu_M00085, mmu_M00087","Hadh, AA409008, AU019341, AW742602, HCDH, Hadhsc, Sch, Schad","mmu00062, mmu00071, mmu00280, mmu00310, mmu00380, mmu00650","Lysine degradation, lysine => saccharopine => acetoacetyl-CoA, Fatty acid elongation in mitochondria, beta-Oxidation","Fatty acid elongation, Fatty acid degradation, Valine, leucine and isoleucine degradation, Lysine degradation, Tryptophan metabolism, Butanoate metabolism"
"126","mmu:11720","mmu_M00034, mmu_M00035","Mat1a, A, AI046368, AdoM, AdoMet, Ams, MA, MAT, MATA1, S, SA, SAMS, SAMS1","mmu00270","Methionine salvage pathway, Methionine degradation","Cysteine and methionine metabolism"
"127","mmu:232087","mmu_M00034, mmu_M00035","Mat2a, D630045P18Rik, MAT_2","mmu00270","Methionine salvage pathway, Methionine degradation","Cysteine and methionine metabolism"
"128","mmu:108645","mmu_M00034, mmu_M00035","Mat2b, 1110064C04Rik, 2410018D16Rik, AI182287, AU022853, MAT-II, MATII, MATIIbeta, TGR","mmu00270","Methionine salvage pathway, Methionine degradation","Cysteine and methionine metabolism"
"129","mmu:11702","mmu_M00034, mmu_M00133","Amd1, AdoMet, AdoMetDC, Amd-, Amd-1, SAM, SAMDC, SAMDC_1, adoMetDC1","mmu00270, mmu00330","Methionine salvage pathway, Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine","Cysteine and methionine metabolism, Arginine and proline metabolism"
"130","mmu:100041585","mmu_M00034, mmu_M00133","Amd2, AdoMetDC, Amd, Amd1, Amd3","mmu00270, mmu00330","Methionine salvage pathway, Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine","Cysteine and methionine metabolism, Arginine and proline metabolism"
"131","mmu:20810","mmu_M00034, mmu_M00133","Srm, AA407669, Sp, SpdST, SpdSy","mmu00270, mmu00330, mmu00480","Methionine salvage pathway, Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine","Cysteine and methionine metabolism, Arginine and proline metabolism, Glutathione metabolism"
"132","mmu:66902","mmu_M00034","Mtap, 1300019I21Rik, MSAP","mmu00270","Methionine salvage pathway","Cysteine and methionine metabolism"
"133","mmu:67873","mmu_M00034","Mri1, 2410018C20Rik","mmu00270","Methionine salvage pathway","Cysteine and methionine metabolism"
"134","mmu:56369","mmu_M00034","Apip, A, APIP2, CGI-2, CGI-29, Mmrp, Mmrp19","mmu00270","Methionine salvage pathway","Cysteine and methionine metabolism"
"135","mmu:67870","mmu_M00034","Enoph1, 2310057D15Rik, BB183658, C81437","mmu00270","Methionine salvage pathway","Cysteine and methionine metabolism"
"136","mmu:104923","mmu_M00034","Adi1, AL024210, Fe-ARD, MTCBP-1, Ni-ARD","mmu00270","Methionine salvage pathway","Cysteine and methionine metabolism"
"137","mmu:234724","mmu_M00034, mmu_M00044","Tat","mmu00130, mmu00270, mmu00350, mmu00360, mmu00400","Methionine salvage pathway, Tyrosine degradation, tyrosine => homogentisate","Ubiquinone and other terpenoid-quinone biosynthesis, Cysteine and methionine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis"
"138","mmu:13433","mmu_M00035","Dnmt1, Cxxc9, Dnmt, Dnmt1o, MCMT, MTa, MTase, Met-1, Met1, MommeD, MommeD2, m.MmuI","mmu00270","Methionine degradation","Cysteine and methionine metabolism"
"139","mmu:13435","mmu_M00035","Dnmt3a, MmuIIIA","mmu00270","Methionine degradation","Cysteine and methionine metabolism"
"140","mmu:13436","mmu_M00035","Dnmt3b, MmuIIIB","mmu00270","Methionine degradation","Cysteine and methionine metabolism"
"141","mmu:269378","mmu_M00035","Ahcy, AA987153, AL024110, CuB, CuBP, SA, SAHH","mmu00270","Methionine degradation","Cysteine and methionine metabolism"
"142","mmu:229709","mmu_M00035","Ahcyl1, 1110034F20Rik, AA409031, AA414901, Ahcy-, Ahcy-rs3, DC, DCAL, IR, Irbit","mmu00270","Methionine degradation","Cysteine and methionine metabolism"
